split,contrast,scene,group,compositions,patch_mean_delta,pixel_mean_delta
val,B-C,Place512,all,2,0.8258493542671204,0.8269669590212727
val,B-C,Place512,single,1,-0.18174207210540771,-0.18200798120618522
val,B-C,Place512,multi,1,1.8334407806396484,1.8359418992487306
val,B-C,Place515,all,2,-0.22113794088363647,-0.2068010651509019
val,B-C,Place515,single,1,-0.095039963722229,-0.09508068335013409
val,B-C,Place515,multi,1,-0.34723591804504395,-0.31852144695166973
val,B-C,Place527,all,2,0.226448655128479,0.1537319398663865
val,B-C,Place527,single,1,0.03182482719421387,0.032249879834193584
val,B-C,Place527,multi,1,0.42107248306274414,0.2752139998985794
val,B-C,Place532,all,2,0.12494227290153503,0.13641873299398768
val,B-C,Place532,single,1,0.06311124563217163,0.06258172828053526
val,B-C,Place532,multi,1,0.18677330017089844,0.2102557377074401
val,B-C,Place535,all,2,-0.12446179986000061,-0.11774484549839348
val,B-C,Place535,single,1,0.028213202953338623,0.02809797680884185
val,B-C,Place535,multi,1,-0.27713680267333984,-0.2635876678056288
val,B-C,Place536,all,2,-0.12068042159080505,-0.11133588772803912
val,B-C,Place536,single,1,-0.03671520948410034,-0.03671168707706557
val,B-C,Place536,multi,1,-0.20464563369750977,-0.18596008837901268
val,B-C,Place538,all,2,0.10143327713012695,0.09495276540721989
val,B-C,Place538,single,1,0.17305612564086914,0.17315486494649185
val,B-C,Place538,multi,1,0.029810428619384766,0.016750665867947934
val,B-C,Place548,all,2,-0.13255053758621216,-0.06425895766839923
val,B-C,Place548,single,1,0.053357481956481934,0.0533892637044765
val,B-C,Place548,multi,1,-0.31845855712890625,-0.18190717904127496
val,B-C,Place556,all,2,0.3868461847305298,0.18083380355192546
val,B-C,Place556,single,1,0.1372673511505127,0.13727713602398373
val,B-C,Place556,multi,1,0.6364250183105469,0.2243904710798672
val,B-C,Place574,all,2,0.20351505279541016,0.1678288678691741
val,B-C,Place574,single,1,0.14217329025268555,0.14243682704461708
val,B-C,Place574,multi,1,0.26485681533813477,0.1932209086937311
val,B-C,Place588,all,2,0.017703533172607422,0.04599173884481911
val,B-C,Place588,single,1,0.2871246337890625,0.2871239646948933
val,B-C,Place588,multi,1,-0.25171756744384766,-0.1951404870052551
val,B-C,Place590,all,2,0.31937532126903534,0.2372427607590898
val,B-C,Place590,single,1,0.06487426161766052,0.06485940063321949
val,B-C,Place590,multi,1,0.5738763809204102,0.4096261208849601
val,B-C,Place593,all,2,0.3977840542793274,0.4034143731413763
val,B-C,Place593,single,1,0.2348233461380005,0.2348162217324561
val,B-C,Place593,multi,1,0.5607447624206543,0.5720125245502965
val,B-C,Place598,all,2,-0.16640421748161316,-0.11892838905843554
val,B-C,Place598,single,1,-0.07486134767532349,-0.07451412234448393
val,B-C,Place598,multi,1,-0.25794708728790283,-0.16334265577238716
val,B-C,Place6,all,2,0.2254805713891983,0.20251683854869074
val,B-C,Place6,single,1,-0.0012828409671783447,-0.001351344203351923
val,B-C,Place6,multi,1,0.45224398374557495,0.4063850213007334
val,B-C,Place612,all,2,0.12291872501373291,0.13227170684304446
val,B-C,Place612,single,1,0.1420649290084839,0.1420658378593973
val,B-C,Place612,multi,1,0.10377252101898193,0.12247757582669161
val,B-C,Place615,all,2,-0.09202845394611359,-0.16491161127739762
val,B-C,Place615,single,1,0.028363555669784546,0.028346874987089876
val,B-C,Place615,multi,1,-0.21242046356201172,-0.3581700975418851
val,B-C,Place618,all,2,-0.009854763746261597,-0.015846321725359408
val,B-C,Place618,single,1,-0.08084815740585327,-0.08082844288577135
val,B-C,Place618,multi,1,0.06113862991333008,0.04913579943505253
val,B-C,Place62,all,2,-0.05712457746267319,-0.056309883614654194
val,B-C,Place62,single,1,0.15647335350513458,0.15764946506017324
val,B-C,Place62,multi,1,-0.27072250843048096,-0.27026923228948163
val,B-C,Place624,all,2,0.3792322278022766,0.37848904160190466
val,B-C,Place624,single,1,0.39616072177886963,0.3961825769421248
val,B-C,Place624,multi,1,0.3623037338256836,0.36079550626168455
val,B-C,Place625,all,2,-0.15328538417816162,-0.1696432607771743
val,B-C,Place625,single,1,-0.33024072647094727,-0.33024405718094396
val,B-C,Place625,multi,1,0.023669958114624023,-0.009042464373404613
val,B-C,Place639,all,2,0.11676861345767975,0.11600991600155658
val,B-C,Place639,single,1,0.2440793812274933,0.24420767317067094
val,B-C,Place639,multi,1,-0.010542154312133789,-0.012187841167557778
val,B-C,Place648,all,2,-0.045608460903167725,-0.04185954770729439
val,B-C,Place648,single,1,0.04078948497772217,0.04078983008945758
val,B-C,Place648,multi,1,-0.13200640678405762,-0.12450892550404635
val,B-C,Place650,all,2,0.051092565059661865,0.022499518866656465
val,B-C,Place650,single,1,0.0667494535446167,0.06674899955146274
val,B-C,Place650,multi,1,0.03543567657470703,-0.02174996181814981
val,B-C,Place651,all,2,-0.04361747205257416,-0.003119094260795624
val,B-C,Place651,single,1,0.22287192940711975,0.22225875161938896
val,B-C,Place651,multi,1,-0.31010687351226807,-0.2284969401409802
val,B-C,Place655,all,2,0.004315227270126343,-0.0681981101071269
val,B-C,Place655,single,1,-0.17722254991531372,-0.17724834527117383
val,B-C,Place655,multi,1,0.1858530044555664,0.04085212505692004
val,B-C,Place657,all,2,0.003153979778289795,-0.0019455984272165883
val,B-C,Place657,single,1,0.048680663108825684,0.04873867189832504
val,B-C,Place657,multi,1,-0.042372703552246094,-0.05262986875275821
val,B-C,Place662,all,2,0.5351511687040329,0.5415065065243272
val,B-C,Place662,single,1,1.0869410932064056,1.0868707967544904
val,B-C,Place662,multi,1,-0.016638755798339844,-0.0038577837058360043
val,B-C,Place663,all,2,0.24185390770435333,0.22388954047655632
val,B-C,Place663,single,1,0.2745075523853302,0.2744502058875902
val,B-C,Place663,multi,1,0.20920026302337646,0.17332887506552241
val,B-C,Place665,all,2,-0.10230715572834015,-0.10488932394658498
val,B-C,Place665,single,1,-0.1743321716785431,-0.17418254341669143
val,B-C,Place665,multi,1,-0.030282139778137207,-0.03559610447647854
val,B-C,Place666,all,2,0.8112731277942657,0.6723971901290031
val,B-C,Place666,single,1,-0.3729237914085388,-0.3720450658059185
val,B-C,Place666,multi,1,1.9954700469970703,1.7168394460639247
val,B-C,Place675,all,2,-0.06783853471279144,-0.07581322482832539
val,B-C,Place675,single,1,-0.06096622347831726,-0.06092045650121841
val,B-C,Place675,multi,1,-0.07471084594726562,-0.09070599315543237
val,B-C,Place678,all,2,0.7348174154758453,0.6009216955730643
val,B-C,Place678,single,1,-0.06989830732345581,-0.06923063441679617
val,B-C,Place678,multi,1,1.5395331382751465,1.2710740255629247
val,B-C,Place690,all,2,0.4250181317329407,0.3757017843014147
val,B-C,Place690,single,1,0.2311018705368042,0.23109631898786398
val,B-C,Place690,multi,1,0.6189343929290771,0.5203072496149654
val,B-C,Place694,all,2,-0.29566824436187744,-0.2761191975903966
val,B-C,Place694,single,1,-0.47127604484558105,-0.47140155716518023
val,B-C,Place694,multi,1,-0.12006044387817383,-0.08083683801561303
val,B-C,Place695,all,2,0.005841493606567383,-0.004808321799786172
val,B-C,Place695,single,1,-0.1519482135772705,-0.15191455096094095
val,B-C,Place695,multi,1,0.16363120079040527,0.1422979073613686
val,B-C,Place696,all,2,-0.061799198389053345,-0.07176533447333719
val,B-C,Place696,single,1,-0.1350272297859192,-0.1346563676721097
val,B-C,Place696,multi,1,0.0114288330078125,-0.008874301274564678
val,B-C,Place698,all,2,-0.25390368700027466,-0.2446320635726751
val,B-C,Place698,single,1,-0.29871416091918945,-0.29835963803376747
val,B-C,Place698,multi,1,-0.20909321308135986,-0.19090448911158275
val,B-C,Place699,all,2,-0.07198938727378845,-0.06657579246446609
val,B-C,Place699,single,1,-0.07121104001998901,-0.07107531821011268
val,B-C,Place699,multi,1,-0.07276773452758789,-0.062076266718819495
val,B-C,Place703,all,2,0.056091099977493286,0.055748224891560116
val,B-C,Place703,single,1,-0.33991366624832153,-0.34002687194803605
val,B-C,Place703,multi,1,0.4520958662033081,0.4515233217311563
val,B-C,Place705,all,2,0.28734731674194336,0.26917848298375874
val,B-C,Place705,single,1,0.10360002517700195,0.1036131757967157
val,B-C,Place705,multi,1,0.47109460830688477,0.4347437901708018
val,B-C,Place710,all,2,-0.09698563814163208,-0.11343451459729825
val,B-C,Place710,single,1,0.07264792919158936,0.07265387778292376
val,B-C,Place710,multi,1,-0.2666192054748535,-0.29952290697752026
val,B-C,Place720,all,2,0.013860277831554413,0.013099609495900437
val,B-C,Place720,single,1,-0.02445937693119049,-0.02445211876541044
val,B-C,Place720,multi,1,0.052179932594299316,0.05065133775721131
val,B-C,Place722,all,2,-0.10725133866071701,-0.09830884972685608
val,B-C,Place722,single,1,0.025155439972877502,0.024899192133022996
val,B-C,Place722,multi,1,-0.23965811729431152,-0.22151689158673515
val,B-C,Place725,all,2,-0.08532587438821793,-0.03841459252610652
val,B-C,Place725,single,1,0.20929722487926483,0.2094343431341371
val,B-C,Place725,multi,1,-0.3799489736557007,-0.28626352818635015
val,B-C,Place73,all,2,0.22832942008972168,0.23012525753834712
val,B-C,Place73,single,1,0.48180174827575684,0.48178497391744757
val,B-C,Place73,multi,1,-0.025142908096313477,-0.021534458840753334
val,B-C,Place731,all,2,0.13540112972259521,0.14248961958984235
val,B-C,Place731,single,1,0.35080385208129883,0.3506842541933738
val,B-C,Place731,multi,1,-0.0800015926361084,-0.06570501501368908
val,B-C,Place732,all,2,-0.01894872449338436,-0.017651151558786216
val,B-C,Place732,single,1,-0.16736076399683952,-0.16393021452005996
val,B-C,Place732,multi,1,0.1294633150100708,0.12862791140248753
val,B-C,Place733,all,2,0.0472157746553421,0.04680251632655158
val,B-C,Place733,single,1,0.07262876629829407,0.07265159877197591
val,B-C,Place733,multi,1,0.021802783012390137,0.020953433881127248
val,B-C,Place743,all,2,-0.03779682517051697,-0.03846287878502608
val,B-C,Place743,single,1,0.028235316276550293,0.028218280292432563
val,B-C,Place743,multi,1,-0.10382896661758423,-0.10514403786248472
val,B-C,Place747,all,2,-0.12102018296718597,-0.11797935660827244
val,B-C,Place747,single,1,-0.052304476499557495,-0.05226195628514457
val,B-C,Place747,multi,1,-0.18973588943481445,-0.1836967569314003
val,B-C,Place749,all,2,0.29201918840408325,0.019511694325194673
val,B-C,Place749,single,1,-0.26383912563323975,-0.26378146398827884
val,B-C,Place749,multi,1,0.8478775024414062,0.3028048526386682
val,B-C,Place753,all,2,-0.3831627368927002,-0.4245744323326939
val,B-C,Place753,single,1,-2.123547077178955,-2.123564428502741
val,B-C,Place753,multi,1,1.3572216033935547,1.274415563837353
val,B-C,Place754,all,2,-0.2695774435997009,-0.24443631911696317
val,B-C,Place754,single,1,-0.35075700283050537,-0.3503552805118617
val,B-C,Place754,multi,1,-0.18839788436889648,-0.13851735772206464
val,B-C,Place756,all,2,0.21476393938064575,0.24992098704494992
val,B-C,Place756,single,1,0.7211823463439941,0.7211716187366108
val,B-C,Place756,multi,1,-0.29165446758270264,-0.221329644646711
val,B-C,Place757,all,2,0.5163513422012329,0.49684043367510766
val,B-C,Place757,single,1,0.5484874248504639,0.5484929971622254
val,B-C,Place757,multi,1,0.48421525955200195,0.4451878701879899
val,B-C,Place76,all,2,-0.023549556732177734,-0.0231637891659649
val,B-C,Place76,single,1,0.025328218936920166,0.02532102564512162
val,B-C,Place76,multi,1,-0.07242733240127563,-0.07164860397705142
val,B-C,Place762,all,2,0.6463647782802582,0.47872503506779807
val,B-C,Place762,single,1,0.47322291135787964,0.4732268406684583
val,B-C,Place762,multi,1,0.8195066452026367,0.4842232294671378
val,B-C,Place766,all,2,1.2096384763717651,1.1230639673086067
val,B-C,Place766,single,1,-0.19442152976989746,-0.194280411625537
val,B-C,Place766,multi,1,2.6136984825134277,2.4404083462427506
val,B-C,Place767,all,2,0.6332588195800781,0.6287546996838866
val,B-C,Place767,single,1,1.0633935928344727,1.063403822592996
val,B-C,Place767,multi,1,0.2031240463256836,0.19410557677477724
val,B-C,Place768,all,2,-0.052257150411605835,-0.06096263218316589
val,B-C,Place768,single,1,-0.32631462812423706,-0.32628189969143784
val,B-C,Place768,multi,1,0.2218003273010254,0.20435663532510606
val,B-C,Place776,all,2,0.10761722922325134,0.11205151541780956
val,B-C,Place776,single,1,0.33375853300094604,0.3337708959439374
val,B-C,Place776,multi,1,-0.11852407455444336,-0.10966786510831827
val,B-C,Place778,all,2,-0.36340126395225525,-0.345304362706639
val,B-C,Place778,single,1,0.085316002368927,0.08533457694852764
val,B-C,Place778,multi,1,-0.8121185302734375,-0.7759433023618056
val,B-C,Place780,all,2,-0.1412513256072998,-0.13744958268409357
val,B-C,Place780,single,1,-0.1946120262145996,-0.19461728840447057
val,B-C,Place780,multi,1,-0.087890625,-0.08028187696371658
val,B-C,Place781,all,2,-0.2758217453956604,-0.27318003408451697
val,B-C,Place781,single,1,-0.23026669025421143,-0.23024729085863171
val,B-C,Place781,multi,1,-0.3213768005371094,-0.3161127773104022
val,B-C,Place80,all,2,0.1233627200126648,0.12335388277464149
val,B-C,Place80,single,1,0.2829737663269043,0.2829425420513404
val,B-C,Place80,multi,1,-0.03624832630157471,-0.03623477650205742
val,B-C,Place807,all,2,0.013133347034454346,0.012523415300898622
val,B-C,Place807,single,1,-0.032532453536987305,-0.032513512579001924
val,B-C,Place807,multi,1,0.058799147605895996,0.05756034318079917
val,B-C,Place808,all,2,-0.01074191927909851,-0.009133331746670525
val,B-C,Place808,single,1,0.07589691877365112,0.0758424276642542
val,B-C,Place808,multi,1,-0.09738075733184814,-0.09410909115759525
val,B-C,Place813,all,2,0.37195637822151184,0.31191165225061335
val,B-C,Place813,single,1,0.12045454978942871,0.12053934179620207
val,B-C,Place813,multi,1,0.623458206653595,0.5032839627050246
val,B-C,Place824,all,2,0.0057672858238220215,0.01569023829543119
val,B-C,Place824,single,1,0.2032550573348999,0.20343356476638483
val,B-C,Place824,multi,1,-0.19172048568725586,-0.17205308817552245
val,B-C,Place828,all,2,-0.08183139562606812,-0.08197741518793306
val,B-C,Place828,single,1,-0.0008327960968017578,-0.0008351993271821234
val,B-C,Place828,multi,1,-0.16282999515533447,-0.163119631048684
val,B-C,Place829,all,2,0.19603821635246277,0.15093036174568214
val,B-C,Place829,single,1,-0.17498642206192017,-0.1752783155685077
val,B-C,Place829,multi,1,0.5670628547668457,0.477139039059872
val,B-C,Place831,all,2,0.002820327877998352,0.012130452310206347
val,B-C,Place831,single,1,-0.09278711676597595,-0.09277034146025948
val,B-C,Place831,multi,1,0.09842777252197266,0.11703124608067217
val,B-C,Place834,all,2,0.18874020129442215,0.1760709770255445
val,B-C,Place834,single,1,-0.02921496331691742,-0.02931584331135656
val,B-C,Place834,multi,1,0.4066953659057617,0.38145779736244556
val,B-C,Place836,all,2,-0.0002716630697250366,0.0023601000593825305
val,B-C,Place836,single,1,0.0670957863330841,0.06701833735004714
val,B-C,Place836,multi,1,-0.06763911247253418,-0.06229813723128208
val,B-C,Place837,all,2,-0.02333514392375946,-0.018144132758422138
val,B-C,Place837,single,1,0.14825180172920227,0.14832134677727138
val,B-C,Place837,multi,1,-0.1949220895767212,-0.18460961229411565
val,B-C,Place840,all,2,-0.11367489397525787,-0.11712593479292518
val,B-C,Place840,single,1,-0.2164415419101715,-0.2168786140673839
val,B-C,Place840,multi,1,-0.010908246040344238,-0.01737325551846647
val,B-C,Place844,all,2,-0.00940212607383728,-0.011411137126919935
val,B-C,Place844,single,1,-0.02488631010055542,-0.024861005213470233
val,B-C,Place844,multi,1,0.006082057952880859,0.0020387309596303638
val,B-C,Place845,all,2,-0.11014789342880249,-0.09804721531961225
val,B-C,Place845,single,1,-0.1859673261642456,-0.18592829403673572
val,B-C,Place845,multi,1,-0.034328460693359375,-0.010166136602488773
val,B-C,Place846,all,2,0.15727651119232178,0.16056592066299863
val,B-C,Place846,single,1,0.0972280502319336,0.09724664558044627
val,B-C,Place846,multi,1,0.21732497215270996,0.223885195745551
val,B-C,Place854,all,2,-0.02654985338449478,-0.027319599042753356
val,B-C,Place854,single,1,0.05485557019710541,0.05478737092558733
val,B-C,Place854,multi,1,-0.10795527696609497,-0.10942656901109404
val,B-C,Place86,all,2,-0.019724220037460327,-0.01966469598152526
val,B-C,Place86,single,1,0.05708792805671692,0.05709676337772551
val,B-C,Place86,multi,1,-0.09653636813163757,-0.09642615534077603
val,B-C,Place864,all,2,0.26758579909801483,0.27652748418155376
val,B-C,Place864,single,1,0.306741327047348,0.30749513398190464
val,B-C,Place864,multi,1,0.22843027114868164,0.24555983438120288
val,B-C,Place866,all,2,0.25902992486953735,0.07865378524876679
val,B-C,Place866,single,1,-0.05534827709197998,-0.05528326687941293
val,B-C,Place866,multi,1,0.5734081268310547,0.2125908373769465
val,B-C,Place872,all,2,0.11199185252189636,-0.023024934599951807
val,B-C,Place872,single,1,-0.49393826723098755,-0.493830878487294
val,B-C,Place872,multi,1,0.7179219722747803,0.4477810092873904
val,B-C,Place875,all,2,-0.025517992675304413,-0.04678369257992235
val,B-C,Place875,single,1,-0.29503296315670013,-0.29388890014513486
val,B-C,Place875,multi,1,0.2439969778060913,0.20032151498529016
val,B-C,Place878,all,2,0.05163615942001343,0.08322310922810461
val,B-C,Place878,single,1,0.03216814994812012,0.03218099224069437
val,B-C,Place878,multi,1,0.07110416889190674,0.13426522621551484
val,B-C,Place887,all,2,-0.37645769119262695,-0.3684212113628639
val,B-C,Place887,single,1,-0.33841657638549805,-0.33838367124122226
val,B-C,Place887,multi,1,-0.41449880599975586,-0.3984587514845055
val,B-C,Place888,all,2,0.6693898886442184,0.5503072524961823
val,B-C,Place888,single,1,0.06285080313682556,0.06282689449232404
val,B-C,Place888,multi,1,1.2759289741516113,1.0377876105000405
val,B-C,Place890,all,2,-0.11835287511348724,-0.13688520725390846
val,B-C,Place890,single,1,-0.6461715400218964,-0.6465903881260268
val,B-C,Place890,multi,1,0.4094657897949219,0.37281997361820984
val,B-C,Place898,all,2,0.16011235117912292,0.09290368943191668
val,B-C,Place898,single,1,-0.15201860666275024,-0.1520280270549098
val,B-C,Place898,multi,1,0.4722433090209961,0.33783540591874317
val,B-C,Place900,all,2,0.2440786510705948,0.222573720156663
val,B-C,Place900,single,1,-0.41066715121269226,-0.41051044367587886
val,B-C,Place900,multi,1,0.8988244533538818,0.8556578839892048
val,B-C,Place915,all,2,-0.21430248022079468,-0.1737256125883101
val,B-C,Place915,single,1,-0.019846320152282715,-0.019860654165843927
val,B-C,Place915,multi,1,-0.40875864028930664,-0.32759057101077627
val,B-C,Place919,all,4,-0.27151238918304443,-0.27126852334002716
val,B-C,Place919,single,1,-0.3848881721496582,-0.38489213468927863
val,B-C,Place919,multi,3,-0.2337204615275065,-0.23339398622361
val,B-C,Place920,all,4,-0.15973909199237823,-0.13278415288055745
val,B-C,Place920,single,1,0.08755183219909668,0.0875474732992021
val,B-C,Place920,multi,3,-0.24216940005620322,-0.20622802827381062
val,B-C,Place924,all,4,0.2322889119386673,0.22691760100834457
val,B-C,Place924,single,1,0.5019747614860535,0.5020244008406356
val,B-C,Place924,multi,3,0.14239362875620523,0.1352153343975809
val,B-C,Place930,all,4,0.228440061211586,0.19627243752583443
val,B-C,Place930,single,1,0.2589190602302551,0.259106024903566
val,B-C,Place930,multi,3,0.21828039487202963,0.17532790839992393
val,B-C,Place936,all,4,0.18285802006721497,0.12375603684647035
val,B-C,Place936,single,1,0.18438637256622314,0.18432453810285399
val,B-C,Place936,multi,3,0.18234856923421225,0.10356653642767581
val,B-C,Place938,all,4,0.11153876781463623,0.084697208418927
val,B-C,Place938,single,1,0.09820115566253662,0.09817038007705581
val,B-C,Place938,multi,3,0.11598463853200276,0.08020615119955073
val,B-C,Place946,all,4,-0.005994737148284912,-0.029582722151275997
val,B-C,Place946,single,1,-0.7660784721374512,-0.7660710800615302
val,B-C,Place946,multi,3,0.24736650784810385,0.21591339715214208
test,B-A,Place105,all,2,-0.2755456566810608,-0.27490568533465276
test,B-A,Place105,single,1,-0.17098629474639893,-0.17099106063088865
test,B-A,Place105,multi,1,-0.38010501861572266,-0.3788203100384169
test,B-A,Place14,all,2,0.09022367000579834,0.18938199453944848
test,B-A,Place14,single,1,1.3746461868286133,1.3746391137516376
test,B-A,Place14,multi,1,-1.1941988468170166,-0.9958751246727406
test,B-A,Place140,all,2,0.3647500276565552,0.36508120318583615
test,B-A,Place140,single,1,-0.23085904121398926,-0.23085616321136548
test,B-A,Place140,multi,1,0.9603590965270996,0.9610185695830378
test,B-A,Place141,all,2,-0.5105133056640625,-0.5082270073667372
test,B-A,Place141,single,1,-0.5709114074707031,-0.5709077860788287
test,B-A,Place141,multi,1,-0.4501152038574219,-0.44554622865464566
test,B-A,Place156,all,2,0.23611998558044434,0.23452159632628594
test,B-A,Place156,single,1,0.35286688804626465,0.3528769389205625
test,B-A,Place156,multi,1,0.11937308311462402,0.1161662537320094
test,B-A,Place160,all,2,0.0750979334115982,0.07377827164117753
test,B-A,Place160,single,1,-0.04559239745140076,-0.0457425319188986
test,B-A,Place160,multi,1,0.19578826427459717,0.19329907520125367
test,B-A,Place173,all,2,0.5814192295074463,0.5506638384334461
test,B-A,Place173,single,1,0.060773372650146484,0.0607726889486524
test,B-A,Place173,multi,1,1.102065086364746,1.0405549879182399
test,B-A,Place20,all,2,0.005529999732971191,0.000739693705163802
test,B-A,Place20,single,1,-0.06085324287414551,-0.06085560709032478
test,B-A,Place20,multi,1,0.07191324234008789,0.062334994500652385
test,B-A,Place204,all,2,-0.7288584113121033,-0.6941338598624132
test,B-A,Place204,single,1,-0.33141887187957764,-0.3317272748605244
test,B-A,Place204,multi,1,-1.126297950744629,-1.0565404448643019
test,B-A,Place206,all,2,0.16711190342903137,0.16277861212360506
test,B-A,Place206,single,1,0.4543740153312683,0.4544784393539735
test,B-A,Place206,multi,1,-0.12015020847320557,-0.12892121510676335
test,B-A,Place208,all,2,0.6791515797376633,0.6603607802110976
test,B-A,Place208,single,1,0.8227278590202332,0.8225939935764984
test,B-A,Place208,multi,1,0.5355753004550934,0.49812756684569676
test,B-A,Place221,all,2,0.31855833530426025,0.3179131026867199
test,B-A,Place221,single,1,0.7239630222320557,0.7239634164044624
test,B-A,Place221,multi,1,-0.08684635162353516,-0.08813721103102257
test,B-A,Place227,all,2,0.9020510911941528,0.8932212785895233
test,B-A,Place227,single,1,1.1738088130950928,1.1738403843262115
test,B-A,Place227,multi,1,0.6302933692932129,0.612602172852835
test,B-A,Place228,all,2,-0.027394115924835205,-0.02703077650579455
test,B-A,Place228,single,1,-0.13788020610809326,-0.1379061744245742
test,B-A,Place228,multi,1,0.08309197425842285,0.0838446214129851
test,B-A,Place249,all,2,0.005997180938720703,0.08894348258246598
test,B-A,Place249,single,1,-0.3640165328979492,-0.3640148700902923
test,B-A,Place249,multi,1,0.3760108947753906,0.5419018352552243
test,B-A,Place275,all,2,0.29238104820251465,0.29365555924440834
test,B-A,Place275,single,1,0.7635304927825928,0.763534939999106
test,B-A,Place275,multi,1,-0.17876839637756348,-0.17622382151028937
test,B-A,Place277,all,2,0.3149949312210083,0.3151545716133848
test,B-A,Place277,single,1,0.08980584144592285,0.08979984721686485
test,B-A,Place277,multi,1,0.5401840209960938,0.5405092960099047
test,B-A,Place283,all,2,2.050620973110199,1.763083320077245
test,B-A,Place283,single,1,1.474282145500183,1.4743108541654886
test,B-A,Place283,multi,1,2.626959800720215,2.0518557859890016
test,B-A,Place285,all,2,0.38154149055480957,0.38240731206826606
test,B-A,Place285,single,1,0.6685137748718262,0.6685251474085874
test,B-A,Place285,multi,1,0.09456920623779297,0.09628947672794474
test,B-A,Place300,all,2,-0.007929325103759766,-0.024378801125736094
test,B-A,Place300,single,1,-0.06090259552001953,-0.06090341141489586
test,B-A,Place300,multi,1,0.0450439453125,0.012145809163423671
test,B-A,Place305,all,2,-0.82524573802948,-0.6250489872394094
test,B-A,Place305,single,1,-0.6918423175811768,-0.6918688544525445
test,B-A,Place305,multi,1,-0.9586491584777832,-0.5582291200262741
test,B-A,Place309,all,2,0.10215777158737183,0.10270144049090074
test,B-A,Place309,single,1,0.30872952938079834,0.30875129303746707
test,B-A,Place309,multi,1,-0.10441398620605469,-0.10334841205566558
test,B-A,Place316,all,2,0.2979206442832947,0.2642917347825987
test,B-A,Place316,single,1,0.30357062816619873,0.30356608861092016
test,B-A,Place316,multi,1,0.2922706604003906,0.22501738095427726
test,B-A,Place318,all,2,0.10919144749641418,0.10282668093471081
test,B-A,Place318,single,1,-0.12169539928436279,-0.12168469382167713
test,B-A,Place318,multi,1,0.34007829427719116,0.32733805569109875
test,B-A,Place320,all,2,-0.024989843368530273,-0.06455264511445591
test,B-A,Place320,single,1,-0.4943976402282715,-0.49440647192288556
test,B-A,Place320,multi,1,0.44441795349121094,0.36530118169397374
test,B-A,Place35,all,2,-0.23644661903381348,-0.2347767612210049
test,B-A,Place35,single,1,-0.4221367835998535,-0.422101063973866
test,B-A,Place35,multi,1,-0.05075645446777344,-0.04745245846814383
test,B-A,Place357,all,2,-0.9047965407371521,-0.8119094553601564
test,B-A,Place357,single,1,-0.8989270925521851,-0.8988982255965807
test,B-A,Place357,multi,1,-0.9106659889221191,-0.724920685123732
test,B-A,Place364,all,2,0.04855358600616455,0.020414274769262386
test,B-A,Place364,single,1,-0.02492046356201172,-0.02492212885211531
test,B-A,Place364,multi,1,0.12202763557434082,0.06575067839064008
test,B-A,Place369,all,2,-0.035808563232421875,-0.03562073691315093
test,B-A,Place369,single,1,-0.18763351440429688,-0.18764717685279075
test,B-A,Place369,multi,1,0.11601638793945312,0.1164057030264889
test,B-A,Place371,all,2,0.2694109082221985,0.26103624322632396
test,B-A,Place371,single,1,0.2695978879928589,0.2696128595360816
test,B-A,Place371,multi,1,0.2692239284515381,0.2524596269165663
test,B-A,Place376,all,2,0.0897383987903595,0.07572252273876146
test,B-A,Place376,single,1,-0.029403626918792725,-0.029401953218207932
test,B-A,Place376,multi,1,0.20888042449951172,0.18084699869573084
test,B-A,Place379,all,2,0.16120976209640503,0.15900698046131734
test,B-A,Place379,single,1,-0.025757312774658203,-0.02573733782427967
test,B-A,Place379,multi,1,0.34817683696746826,0.34375129874691435
test,B-A,Place38,all,2,-0.3106843829154968,-0.3055481145288355
test,B-A,Place38,single,1,-0.38747209310531616,-0.38737069769390153
test,B-A,Place38,multi,1,-0.2338966727256775,-0.2237255313637695
test,B-A,Place381,all,2,-0.12488245964050293,-0.04271509417933084
test,B-A,Place381,single,1,0.3871426582336426,0.3871281066914891
test,B-A,Place381,multi,1,-0.6369075775146484,-0.4725582950501508
test,B-A,Place39,all,2,-2.509987950325012,-2.5095271482477255
test,B-A,Place39,single,1,-2.630344867706299,-2.6303651059227735
test,B-A,Place39,multi,1,-2.3896310329437256,-2.3886891905726775
test,B-A,Place419,all,2,-0.10970062017440796,-0.10990723814486958
test,B-A,Place419,single,1,-0.48611485958099365,-0.48612452909498227
test,B-A,Place419,multi,1,0.26671361923217773,0.2663100528052431
test,B-A,Place439,all,2,0.06258797645568848,0.1453852656547664
test,B-A,Place439,single,1,-0.04008817672729492,-0.0400542758202691
test,B-A,Place439,multi,1,0.16526412963867188,0.3308248071298019
test,B-A,Place450,all,2,0.020840942859649658,-0.011816956953456803
test,B-A,Place450,single,1,-0.24708259105682373,-0.24699242092133444
test,B-A,Place450,multi,1,0.28876447677612305,0.22335850701442084
test,B-A,Place457,all,2,1.412291407585144,0.8814813566109998
test,B-A,Place457,single,1,0.2645707130432129,0.26457500317023275
test,B-A,Place457,multi,1,2.560012102127075,1.4983877100517669
test,B-A,Place46,all,2,0.24019843339920044,0.2428409615362913
test,B-A,Place46,single,1,0.6090258359909058,0.609045888701641
test,B-A,Place46,multi,1,-0.12862896919250488,-0.12336396562905838
